Data Zone,Local Authority Code,Local Authority Name,"Education, Skills and Training domain 2012 rank1","People aged 16-19 not in full time education, employment or training rate 
(School Leavers 2009/10-2010-11, DWP 2010 and 2011)","Proportion of 17- 21 year olds entering higher education 
(HESA 2008/09-2010/11)3","Pupil Performance on SQA at Stage 4 (SQA, 2008/09-2010/11)5","School Pupil Absences 
(Scottish Government, 2009/10-2010/11)4,5"
S01003592,260,Glasgow City,445,24,*,149,8.6
S01003593,260,Glasgow City,1967,7.8125,7.14,118,7.7
S01003594,260,Glasgow City,6362,1,18.99,128,3.4
S01003595,260,Glasgow City,30,23,5.24,153,12.7
S01003596,260,Glasgow City,531,55,*,161,8.9
S01003597,260,Glasgow City,5792,7,25,169,4.2
S01003598,260,Glasgow City,1304,6,*,255,6.4
S01003599,260,Glasgow City,1275,12.5,*,114,7.4
S01003600,260,Glasgow City,456,16,*,137,8.4
S01003601,260,Glasgow City,245,25,*,180,11.8
S01003602,260,Glasgow City,1453,14,*,202,7.1
S01003603,260,Glasgow City,1044,37,*,233,9.1
S01003604,260,Glasgow City,914,37,6.67,126,9.8
S01003605,260,Glasgow City,1203,17.1875,*,207,10.3
S01003606,260,Glasgow City,2049,10,*,127,7.5
S01003607,260,Glasgow City,1685,11,*,176,6.8
S01003608,260,Glasgow City,2855,1.25,*,110,6.2
S01003609,260,Glasgow City,6385,2,25.22,192,4.1
S01003610,260,Glasgow City,329,10,*,138,11.4
S01003611,260,Glasgow City,327,19,*,146,11.2
S01003612,260,Glasgow City,4572,2,7.48,246,5.4
S01003613,260,Glasgow City,4213,2,13.52,130,6.8
S01003614,260,Glasgow City,5867,0,19.18,108,5.3
S01003615,260,Glasgow City,563,13,*,196,8.1
S01003616,260,Glasgow City,3946,7.5,8.93,85,6
S01003617,260,Glasgow City,221,20,*,127,10.5
S01003618,260,Glasgow City,3402,8,9.55,126,6.1
S01003619,260,Glasgow City,223,24,*,186,10.1
S01003620,260,Glasgow City,4949,6,12.44,166,5.5
S01003621,260,Glasgow City,661,15,6.14,197,11.6
S01003622,260,Glasgow City,2149,8.75,*,141,6.7
S01003623,260,Glasgow City,6083,5,15.53,144,4
S01003624,260,Glasgow City,480,12.5,*,168,9.7
S01003625,260,Glasgow City,123,12.5,*,126,12.1
S01003626,260,Glasgow City,4062,3,9.49,162,5.7
S01003627,260,Glasgow City,6,15.625,*,223,14.1
S01003628,260,Glasgow City,451,12,*,109,10.1
S01003629,260,Glasgow City,294,16,*,129,12.3
S01003630,260,Glasgow City,1974,11,5.04,181,9.1
S01003631,260,Glasgow City,3255,7,8.57,159,5.5
S01003632,260,Glasgow City,5663,2,13.51,162,4
S01003633,260,Glasgow City,1812,10,*,164,9.2
S01003634,260,Glasgow City,511,25,*,174,9.4
S01003635,260,Glasgow City,1818,29,*,94,10.1
S01003636,260,Glasgow City,418,22,*,153,9.6
S01003637,260,Glasgow City,2725,11,7.26,125,7
S01003638,260,Glasgow City,4569,8,7.38,169,6.3
S01003639,260,Glasgow City,843,22,*,119,8.1
S01003640,260,Glasgow City,413,17,*,149,9.5
S01003641,260,Glasgow City,3767,5,9.56,151,6.8
S01003642,260,Glasgow City,2011,8,*,132,7.1
S01003643,260,Glasgow City,1851,18,8.27,142,8.1
S01003644,260,Glasgow City,649,26,*,119,10.3
S01003645,260,Glasgow City,2417,10,6,153,8.8
S01003646,260,Glasgow City,118,34.375,*,128,11
S01003647,260,Glasgow City,2433,14,10.32,171,7.8
S01003648,260,Glasgow City,2081,12,*,184,8.1
S01003649,260,Glasgow City,2572,7,8.96,189,7.6
S01003650,260,Glasgow City,222,38,*,219,10
S01003651,260,Glasgow City,1631,14,8.55,167,10
S01003652,260,Glasgow City,840,10,*,129,9
S01003653,260,Glasgow City,131,18,*,132,12.3
S01003654,260,Glasgow City,674,11,*,128,9.2
S01003655,260,Glasgow City,215,20,*,129,10.2
S01003656,260,Glasgow City,374,19,*,197,9.8
S01003657,260,Glasgow City,449,14.84375,*,163,10.1
S01003658,260,Glasgow City,2983,4,*,139,6.2
S01003659,260,Glasgow City,3871,6,11.04,136,5.9
S01003660,260,Glasgow City,4015,3,*,146,5.3
S01003661,260,Glasgow City,4884,2,6.32,108,4.9
S01003662,260,Glasgow City,1803,22,*,115,8.1
S01003663,260,Glasgow City,978,21,6.32,160,8.9
S01003664,260,Glasgow City,436,14,*,192,11.4
S01003665,260,Glasgow City,51,35,*,140,13
S01003666,260,Glasgow City,229,25,*,150,10.6
S01003667,260,Glasgow City,3536,5,9.6,93,6.3
S01003668,260,Glasgow City,2871,9,7.35,139,6.2
S01003669,260,Glasgow City,616,11,*,121,9.1
S01003670,260,Glasgow City,484,20,*,145,10
S01003671,260,Glasgow City,1691,7.5,*,178,8.1
S01003672,260,Glasgow City,60,25,*,173,11.8
S01003673,260,Glasgow City,189,42,*,161,9.9
S01003674,260,Glasgow City,1361,20,*,172,8.8
S01003675,260,Glasgow City,4802,5,11.71,151,6
S01003676,260,Glasgow City,1850,4,*,108,6.8
S01003677,260,Glasgow City,739,10,*,165,10.2
S01003678,260,Glasgow City,742,7,7.49,105,10.3
S01003679,260,Glasgow City,964,15,*,131,9.1
S01003680,260,Glasgow City,349,15,5.17,178,11.4
S01003681,260,Glasgow City,1537,8,*,149,7.3
S01003682,260,Glasgow City,3472,9,7.57,120,5.6
S01003683,260,Glasgow City,2328,8,*,169,7.1
S01003684,260,Glasgow City,2274,7,13.91,150,8.7
S01003685,260,Glasgow City,1747,17,*,142,6.9
S01003686,260,Glasgow City,1477,11,*,212,7.6
S01003687,260,Glasgow City,24,57,*,144,12
S01003688,260,Glasgow City,1451,8.75,*,194,7.3
S01003689,260,Glasgow City,90,23,*,149,12.5
S01003690,260,Glasgow City,775,19,*,145,9.5
S01003691,260,Glasgow City,2883,10,6.02,110,6.2
S01003692,260,Glasgow City,1772,12,*,130,8.2
S01003693,260,Glasgow City,727,12.5,7.27,121,10.5
S01003694,260,Glasgow City,2966,8,6.93,106,7
S01003695,260,Glasgow City,916,7,*,124,10.5
S01003696,260,Glasgow City,1912,12,*,100,6.8
S01003697,260,Glasgow City,4833,2,6.28,95,4.9
S01003698,260,Glasgow City,1963,17,*,88,7.5
S01003699,260,Glasgow City,3625,10,8.65,164,5.2
S01003700,260,Glasgow City,1286,9,5.44,114,9.5
S01003701,260,Glasgow City,1124,12,*,105,8.9
S01003702,260,Glasgow City,195,22,*,119,10.9
S01003703,260,Glasgow City,834,12,6.9,163,10.8
S01003704,260,Glasgow City,412,14.0625,*,165,10.8
S01003705,260,Glasgow City,254,13,*,131,10.4
S01003706,260,Glasgow City,108,18,*,96,12
S01003707,260,Glasgow City,42,20,*,134,11.7
S01003708,260,Glasgow City,15,48,*,217,11.3
S01003709,260,Glasgow City,96,35,*,195,11.5
S01003710,260,Glasgow City,1417,17,8.28,169,7.6
S01003711,260,Glasgow City,161,13,*,169,10.9
S01003712,260,Glasgow City,279,21,*,232,8.9
S01003713,260,Glasgow City,110,22.5,*,178,11.5
S01003714,260,Glasgow City,659,16,*,247,8.6
S01003715,260,Glasgow City,1699,11,*,189,6.5
S01003716,260,Glasgow City,45,27,*,167,13.3
S01003717,260,Glasgow City,28,15,*,236,12.5
S01003718,260,Glasgow City,323,16,*,178,10.5
S01003719,270,Highland,5389,4,20.99,140,5.9
S01003720,270,Highland,5021,1,20.65,196,5.8
S01003721,270,Highland,3862,5,6.87,211,5
S01003722,270,Highland,2720,19,7.29,166,6.2
S01003723,270,Highland,5098,0,9.89,183,6.8
S01003724,270,Highland,2846,4,8.7,199,6.4
S01003725,270,Highland,5099,0,7.92,140,6
S01003726,270,Highland,2947,6,*,209,7.9
S01003727,270,Highland,2142,9,7.75,233,9.6
S01003728,270,Highland,4736,5,8.43,228,5.9
S01003729,270,Highland,2377,21,9,211,8.5
S01003730,270,Highland,504,12,*,235,11.5
S01003731,270,Highland,2641,13,*,208,6.9
S01003732,270,Highland,4077,8,11.3,180,6
S01003733,270,Highland,1408,10,*,234,8.8
S01003734,270,Highland,2737,2,*,306,6.4
S01003735,270,Highland,3852,3,6.73,308,6
S01003736,270,Highland,1896,12,7.03,177,7.7
S01003737,270,Highland,3573,4,5.21,199,6.4
S01003738,270,Highland,5829,4,22.83,190,4.6
S01003739,270,Highland,5248,4,21.15,202,6.4
S01003740,270,Highland,3817,35,20,167,6.6
S01003741,270,Highland,4859,2,13.91,204,7.3
S01003742,270,Highland,5115,3.75,11.67,187,4.1
S01003743,270,Highland,3433,2,10,149,7.8
S01003744,270,Highland,5206,2,13.33,175,5.2
S01003745,270,Highland,4962,4,*,190,4.4
S01003746,270,Highland,5802,3,14.52,220,6.1
S01003747,270,Highland,3301,5,14.41,181,8.8
S01003748,270,Highland,4781,3,17.31,166,6.4
S01003749,270,Highland,3331,3,9.91,192,8.4
S01003750,270,Highland,5313,0,20,189,7.3
S01003751,270,Highland,3138,4,5.92,190,7.7
S01003752,270,Highland,4655,2,9.92,174,6.8
S01003753,270,Highland,4355,4,15,160,5.9
S01003754,270,Highland,2515,1,*,185,7.3
S01003755,270,Highland,2688,9,*,173,7.8
S01003756,270,Highland,4280,2,10.31,190,6.3
S01003757,270,Highland,4534,3,8.11,185,5.9
S01003758,270,Highland,3898,4,11.86,215,7.2
S01003759,270,Highland,3176,6,7.22,230,7.7
S01003760,270,Highland,3971,3,5.76,182,6.2
S01003761,270,Highland,3045,10,7.95,197,8.5
S01003762,270,Highland,4373,5,9.3,205,5.8
S01003763,270,Highland,3765,4,12.3,220,7
S01003764,270,Highland,2621,5,5.46,228,7
S01003765,270,Highland,3106,12,6.31,196,6.5
S01003766,270,Highland,3957,2,10.59,186,6
S01003767,270,Highland,3380,8,8.16,205,7
S01003768,270,Highland,4066,2,15.38,215,7.2
S01003769,270,Highland,5276,3,12.88,224,4.2
S01003770,270,Highland,5615,11,13.11,229,4.3
S01003771,270,Highland,3583,6,12.94,195,7
S01003772,270,Highland,4079,2,7.14,194,5.7
S01003773,270,Highland,4914,2,14.15,213,6.2
S01003774,270,Highland,5442,5,6.99,194,4.2
S01003775,270,Highland,5004,4,10.99,201,6.2
S01003776,270,Highland,4466,5,14.53,185,6.7
S01003777,270,Highland,3766,6,11.16,183,7.2
S01003778,270,Highland,4550,6,10.32,226,6.1
S01003779,270,Highland,5134,2,14.89,120,6.5
S01003780,270,Highland,5491,3,14.67,196,4.8
S01003781,270,Highland,5191,3,10.94,184,5.2
S01003782,270,Highland,4693,0,14.86,122,7.3
S01003783,270,Highland,2968,5.46875,9.14,253,7.7
S01003784,270,Highland,5547,4,19.05,196,5
S01003785,270,Highland,4958,7,11.38,123,5.2
S01003786,270,Highland,5122,6.25,14.81,152,5.4
S01003787,270,Highland,4836,8,10.08,211,4.5
S01003788,270,Highland,4664,3,13.83,214,5.7
S01003789,270,Highland,5682,0,11.81,159,6.9
S01003790,270,Highland,1120,6,*,176,9.3
S01003791,270,Highland,3637,12,*,153,5.9
S01003792,270,Highland,4329,5,8.97,241,5.5
S01003793,270,Highland,1154,7,*,127,8.4
S01003794,270,Highland,5420,12.5,14.13,164,5.8
S01003795,270,Highland,4621,6.25,13.89,201,6
S01003796,270,Highland,630,28,*,192,10.2
S01003797,270,Highland,2261,7,*,166,7.8
S01003798,270,Highland,5404,12,18.1,187,5.7
S01003799,270,Highland,5087,7,6.45,234,4
S01003800,270,Highland,2679,9,*,221,7
S01003801,270,Highland,2249,12.5,5.3,187,8
S01003802,270,Highland,3231,7,12.82,205,6.2
S01003803,270,Highland,5226,5,8.7,226,5.5
S01003804,270,Highland,1556,9,*,178,8.9
S01003805,270,Highland,2180,12,9.05,212,10.1
S01003806,270,Highland,3274,5,8.85,146,8.3
S01003807,270,Highland,4798,3,14.05,126,5.4
S01003808,270,Highland,3136,5,9.68,199,7
S01003809,270,Highland,1897,14,*,220,9.3
S01003810,270,Highland,5355,2,20,148,7.4
S01003811,270,Highland,5487,4.6875,13.41,96,5.1
S01003812,270,Highland,2745,8,5.83,199,7
S01003813,270,Highland,4618,5,9.94,208,5.9
S01003814,270,Highland,5786,1,19.17,150,5.5
S01003815,270,Highland,3401,15,6.58,182,8.2
S01003816,270,Highland,4787,3.125,9.24,196,6.4
S01003817,270,Highland,1168,11,*,214,9.4
S01003818,270,Highland,1079,11,*,134,9.5
S01003819,270,Highland,4951,4,16.41,143,6.5
S01003820,270,Highland,4353,12.5,13.18,180,7
S01003821,270,Highland,1358,11,*,228,10.2
S01003822,270,Highland,560,8,*,195,12.3
S01003823,270,Highland,4740,2,10.22,181,6.6
S01003824,270,Highland,3478,4,*,203,7.1
S01003825,270,Highland,2697,1,*,125,7.5
S01003826,270,Highland,3381,11,5.93,186,6.1
S01003827,270,Highland,4067,6,13.56,174,7.2
S01003828,270,Highland,5001,4,18.92,124,6
S01003829,270,Highland,815,9,*,228,8.6
S01003830,270,Highland,1123,10,*,206,9.3
S01003831,270,Highland,3696,2,9.09,203,6.8
S01003832,270,Highland,4902,11,15.38,214,6.2
S01003833,270,Highland,2624,12,*,211,6.8
S01003834,270,Highland,2580,17,9.73,154,9.6
S01003835,270,Highland,3908,9,6.98,198,7.1
S01003836,270,Highland,1285,17,*,186,9.4
S01003837,270,Highland,2996,6,*,197,5.6
S01003838,270,Highland,2064,9,*,135,8.1
S01003839,270,Highland,1204,11,*,156,8
S01003840,270,Highland,4821,6,12.96,208,6.2
S01003841,270,Highland,3198,5,8.24,199,10.5
S01003842,270,Highland,4088,7,16.87,162,7.4
S01003843,270,Highland,5274,1,19.35,171,6
S01003844,270,Highland,4626,2,8.9,128,6.4
S01003845,270,Highland,1378,17,*,133,9.3
S01003846,270,Highland,4351,6,14.93,186,7.1
S01003847,270,Highland,2678,9.375,8.51,153,7.5
S01003848,270,Highland,4673,4,14.29,226,6.8
S01003849,270,Highland,540,19,*,113,10.5
S01003850,270,Highland,3756,2,7.14,197,7.1
S01003851,270,Highland,4892,8,7.46,135,5.6
S01003852,270,Highland,3450,4,6.9,217,8.5
S01003853,270,Highland,1269,43,*,187,10.9
S01003854,270,Highland,2953,5,5.88,175,7.9
S01003855,270,Highland,432,13,*,194,10.9
S01003856,270,Highland,632,12.5,*,173,11.2
S01003857,270,Highland,4118,5,11.69,193,6.8
S01003858,270,Highland,542,15,*,208,10
S01003859,270,Highland,5337,3,8.51,185,5
S01003860,270,Highland,70,35,*,157,10.8
S01003861,270,Highland,4407,1,8.26,223,6
S01003862,270,Highland,85,23,*,220,11
S01003863,270,Highland,4997,5,7.1,189,5.5
S01003864,270,Highland,4354,7,14.93,209,5.8
S01003865,270,Highland,2659,9,6.79,217,8.2
S01003866,270,Highland,3396,12,8.03,243,6.4
S01003867,270,Highland,2119,19,*,140,6.9
S01003868,270,Highland,4849,6,17.69,272,5.6
S01003869,270,Highland,4378,10,13.16,190,5.9
S01003870,270,Highland,3014,10,11.52,194,8.2
S01003871,270,Highland,3399,8,16.84,149,8
S01003872,270,Highland,5146,4,15.53,177,6.1
S01003873,270,Highland,4210,7,10.74,104,6.9
S01003874,270,Highland,3230,3,*,120,7.5
S01003875,270,Highland,4785,2,14.08,136,5.7
S01003876,270,Highland,4703,8,12.12,142,6.5
S01003877,270,Highland,5254,0,8.13,218,5.6
S01003878,270,Highland,848,11,5.05,171,13.7
S01003879,270,Highland,5943,3.125,12.05,209,4.5
S01003880,270,Highland,3711,3,9.15,184,6.8
S01003881,270,Highland,4264,3,14.29,154,6.3
S01003882,270,Highland,1882,11,*,212,6.6
S01003883,270,Highland,3104,2,5.56,189,7.3
S01003884,270,Highland,664,11,*,227,10.3
S01003885,270,Highland,1667,10,5.45,241,7.6
S01003886,270,Highland,2147,13,7.77,225,6.9
S01003887,270,Highland,1713,10,6.4,228,7.8
S01003888,270,Highland,5377,4,16.28,181,6
S01003889,270,Highland,2799,9,*,185,8.1
S01003890,270,Highland,5448,0,13.91,173,5.2
S01003891,270,Highland,4273,3,10.64,216,6.1
S01003892,270,Highland,1511,19,*,184,8
S01003893,270,Highland,4520,6,11.24,193,8.3
S01003894,270,Highland,2923,11,*,176,6.6
S01003895,270,Highland,4435,10,8.03,134,6.4
S01003896,270,Highland,5868,3,16.25,161,5.6
S01003897,270,Highland,5566,4,20.91,151,5.8
S01003898,270,Highland,5658,13,15.63,261,4.8
S01003899,270,Highland,3691,11,11.54,148,5.6
S01003900,270,Highland,3550,7,10.99,198,6.7
S01003901,270,Highland,4180,2,20.59,203,6.1
S01003902,270,Highland,4091,6,7.94,207,5.9
S01003903,270,Highland,5141,1,17.86,180,6.1
S01003904,270,Highland,2442,9,*,187,10.7
S01003905,270,Highland,4771,4,17.6,193,5.4
S01003906,270,Highland,1322,9,*,174,8.3
S01003907,270,Highland,1398,15,*,202,9.2
S01003908,270,Highland,1861,7,*,169,8.4
S01003909,270,Highland,5913,4,16.48,169,5.1
S01003910,270,Highland,1513,11,5.96,213,8.5
S01003911,270,Highland,2557,8,*,147,9.4
S01003912,270,Highland,4370,5,8.22,125,5.7
S01003913,270,Highland,4162,2,11.45,135,8.4
S01003914,270,Highland,2909,12,13.95,161,8.8
S01003915,270,Highland,3277,7,6.67,109,6.7
S01003916,270,Highland,4342,8,17.97,204,7.3
S01003917,270,Highland,3864,5,16.81,139,6.9
S01003918,270,Highland,3716,10,8.89,170,7.1
S01003919,270,Highland,2189,27,*,144,6.8
S01003920,270,Highland,2425,14,8.93,138,7
S01003921,270,Highland,3119,9,5.56,190,7.5
S01003922,270,Highland,731,14,*,187,10.7
S01003923,270,Highland,704,12.5,*,166,9.4
S01003924,270,Highland,660,17.1875,*,140,8.5
S01003925,270,Highland,2288,10,*,185,7.9
S01003926,270,Highland,207,25,*,121,10.1
S01003927,270,Highland,4230,3,8.08,192,6.7
S01003928,270,Highland,1247,14,*,152,9
S01003929,270,Highland,1922,11,*,178,7.1
S01003930,270,Highland,2126,5,*,174,7.2
S01003931,270,Highland,976,12,*,157,9.9
S01003932,270,Highland,4190,4,8.84,174,5.7
S01003933,270,Highland,3774,3,13.24,185,8.4
S01003934,270,Highland,2916,3.90625,11.11,197,9.3
S01003935,270,Highland,745,23,*,186,10.5
S01003936,270,Highland,4227,6,14.5,187,6.1
S01003937,270,Highland,858,11,*,211,11.7
S01003938,270,Highland,3727,2,*,211,6.4
S01003939,270,Highland,2826,11,7.02,230,7.1
S01003940,270,Highland,2691,27,12.23,215,7.6
S01003941,270,Highland,3097,6,11.11,248,8
S01003942,270,Highland,1729,14,7.05,187,11.1
S01003943,270,Highland,2242,17,6.06,242,8.5
S01003944,270,Highland,3292,8,10,191,6.7
S01003945,270,Highland,4203,6.25,*,230,4.7
S01003946,270,Highland,3880,14.0625,16.07,237,6.6
S01003947,270,Highland,3540,5,15.38,162,9.4
S01003948,270,Highland,4507,4,15.91,274,7.4
S01003949,270,Highland,4124,12,17.74,196,7.4
S01003950,270,Highland,4142,4,*,165,5.9
S01003951,270,Highland,5282,2.5,13.24,147,6.1
S01003952,270,Highland,5375,8,23.21,259,6.2
S01003953,270,Highland,3333,13,12.79,189,8.2
S01003954,270,Highland,4927,5,15.87,188,6.9
S01003955,270,Highland,4312,2,18.99,183,7.1
S01003956,270,Highland,4208,7,6.67,196,6.1
S01003957,270,Highland,3571,10,8.11,180,8.2
S01003958,270,Highland,2891,2.5,5.83,138,8.3
S01003959,270,Highland,4805,10,11.7,252,6.7
S01003960,270,Highland,3422,12,8.78,132,7.3
S01003961,270,Highland,2832,11,11.54,197,7.6
S01003962,270,Highland,1777,16,*,176,8.4
S01003963,270,Highland,6099,8,34.88,231,5
S01003964,270,Highland,4848,5,15.79,211,5.6
S01003965,270,Highland,2991,6.25,*,151,7.6
S01003966,270,Highland,2780,16,11.76,137,8.1
S01003967,270,Highland,3904,2,18.82,129,8.3
S01003968,270,Highland,2448,13,6.73,147,8.1
S01003969,270,Highland,1758,8,*,174,9.1
S01003970,270,Highland,5074,3,8.47,128,5.7
S01003971,270,Highland,794,16,6.67,190,13.8
S01003972,270,Highland,2924,6,5.79,203,8
S01003973,270,Highland,3757,9.375,11.86,149,5.1
S01003974,270,Highland,4762,6,10.58,127,5.6
S01003975,270,Highland,4023,4,10.98,123,8.3
S01003976,270,Highland,1381,20,7.86,203,9.5
S01003977,270,Highland,586,30,*,218,10.3
S01003978,270,Highland,769,20,*,192,9.9
S01003979,270,Highland,1553,18,5.56,204,8.3
S01003980,270,Highland,3191,3.75,9.76,181,7.1
S01003981,270,Highland,1792,17,7.29,172,8
S01003982,270,Highland,3024,13,8.5,208,8.3
S01003983,270,Highland,4415,3,10,189,5.3
S01003984,270,Highland,1911,34.375,6.33,186,7.8
S01003985,270,Highland,343,28,*,196,9.9
S01003986,270,Highland,927,13,*,141,8.3
S01003987,270,Highland,3855,3,10.92,159,6.7
S01003988,270,Highland,4104,2.5,10.17,161,7.2
S01003989,270,Highland,3776,2,9.85,160,6.7
S01003990,270,Highland,3773,10,7.79,124,6.2
S01003991,270,Highland,3388,6,12.28,171,7.3
S01003992,270,Highland,3372,9,12.71,179,6.5
S01003993,270,Highland,4390,5,13.64,152,6.8
S01003994,270,Highland,3294,4,5.31,162,6.6
S01003995,270,Highland,3581,9,9.38,192,6.2
S01003996,270,Highland,3528,18.75,8.33,129,5.5
S01003997,270,Highland,1539,14,*,204,9.9
S01003998,270,Highland,2779,9,6.36,207,7.8
S01003999,270,Highland,3585,8,10.06,178,7
S01004000,270,Highland,2213,13,6.73,198,7.5
S01004001,270,Highland,1482,16,5.11,191,8
S01004002,270,Highland,3075,11,11.57,183,6.9
S01004003,270,Highland,3661,10,11.76,187,6.4
S01004004,270,Highland,1347,18,*,199,9.1
S01004005,270,Highland,4258,7,17.65,214,6.7
S01004006,270,Highland,4026,13,7,205,6.2
S01004007,270,Highland,1698,13,9.62,198,10.4
S01004008,270,Highland,3800,7,10.42,194,6.5
S01004009,270,Highland,4315,17,16.67,160,6
S01004010,270,Highland,3498,4,6.82,208,7.2
S01004011,280,Inverclyde,5480,3,21.69,213,4.6
S01004012,280,Inverclyde,4468,9,6.14,214,5.1
S01004013,280,Inverclyde,4457,12.5,18.82,186,7.3
S01004014,280,Inverclyde,6096,0,29.7,144,5.3
S01004015,280,Inverclyde,6013,1,38.66,178,5.4
S01004016,280,Inverclyde,4954,7,13.21,151,5.5
S01004017,280,Inverclyde,6019,2,44.9,125,5
S01004018,280,Inverclyde,4864,11,8.11,147,4.8
S01004019,280,Inverclyde,5167,8,10.38,152,4.5
S01004020,280,Inverclyde,3664,7,16.67,140,6.2
S01004021,280,Inverclyde,5830,4,18.13,123,4.4
S01004022,280,Inverclyde,5117,4,11.72,160,5.1
S01004023,280,Inverclyde,4383,3,5.76,173,5.3
S01004024,280,Inverclyde,3311,7.5,7.73,159,6.1
S01004025,280,Inverclyde,1106,17,*,123,8.6
S01004026,280,Inverclyde,1695,7,*,183,8.3
S01004027,280,Inverclyde,1725,20.3125,8.82,145,6.7
S01004028,280,Inverclyde,332,9.375,*,112,11.3
S01004029,280,Inverclyde,885,17,*,191,8.7
S01004030,280,Inverclyde,263,30,*,161,11.4
S01004031,280,Inverclyde,1232,17,*,147,6.4
S01004032,280,Inverclyde,312,17,*,198,10.6
S01004033,280,Inverclyde,551,18,*,145,10.2
S01004034,280,Inverclyde,2775,3,7.88,161,7.9
S01004035,280,Inverclyde,1290,8,*,157,10.1
S01004036,280,Inverclyde,216,16,*,139,10.8
S01004037,280,Inverclyde,2608,8,*,166,7.6
S01004038,280,Inverclyde,981,11,*,150,10.4
S01004039,280,Inverclyde,68,39,*,161,11.4
S01004040,280,Inverclyde,3926,2,14.16,145,6.8
S01004041,280,Inverclyde,1573,26,*,135,7.7
S01004042,280,Inverclyde,1288,20,*,177,7.1
S01004043,280,Inverclyde,3610,7,6.73,166,6.4
S01004044,280,Inverclyde,431,32,*,194,10.8
S01004045,280,Inverclyde,1024,9,*,144,8.6
S01004046,280,Inverclyde,1710,15,5.88,143,8.9
S01004047,280,Inverclyde,636,25,*,143,9.6
S01004048,280,Inverclyde,2587,13,6.51,149,7.1
S01004049,280,Inverclyde,2498,9,10,164,7.6
S01004050,280,Inverclyde,709,11,*,141,10.4
S01004051,280,Inverclyde,652,12,*,238,10.1
S01004052,280,Inverclyde,676,12,*,153,8.7
S01004053,280,Inverclyde,2074,12,*,194,7.2
S01004054,280,Inverclyde,2485,4,6.59,153,7
S01004055,280,Inverclyde,3169,6.25,8.33,148,6.3
S01004056,280,Inverclyde,1110,6,*,191,9.9
S01004057,280,Inverclyde,939,12,*,168,9
S01004058,280,Inverclyde,863,15,*,137,9.3
S01004059,280,Inverclyde,1837,15,*,146,7.8
S01004060,280,Inverclyde,1345,11,6.58,161,8.7
S01004061,280,Inverclyde,743,8,*,195,10.2
S01004062,280,Inverclyde,4948,7,10.48,140,5.1
S01004063,280,Inverclyde,1184,14,*,126,9.6
S01004064,280,Inverclyde,3105,9,6.14,142,6.4
S01004065,280,Inverclyde,986,15,*,172,9.3
S01004066,280,Inverclyde,1766,8,*,190,6.1
S01004067,280,Inverclyde,4225,1,5.85,194,5.2
S01004068,280,Inverclyde,1343,32.5,*,141,7.7
S01004069,280,Inverclyde,1461,7,*,181,8.9
S01004070,280,Inverclyde,837,18,*,209,10.2
S01004071,280,Inverclyde,2101,14,*,238,6.9
